x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7074891328811646,0.7451153993606567,-4.890762284048833e-07,0.8063403964042664,0.6368756294250488,-0.040828630328178406,0.861738920211792,0.49179840087890625,-0.058182597160339355,0.7928230166435242,0.38600409030914307,-0.07393617928028107,0.7062309384346008,0.38359200954437256,-0.08030764758586884,0.7839677333831787,0.3744637370109558,-0.006523788440972567,0.7926655411720276,0.2474631816148758,-0.05099104717373848,0.7928903698921204,0.36413583159446716,-0.07449468970298767,0.7825877666473389,0.41769319772720337,-0.08430347591638565,0.7152152061462402,0.38278210163116455,-0.0072626275941729546,0.7181235551834106,0.2509547770023346,-0.05185805633664131,0.7328429818153381,0.38241273164749146,-0.06244146451354027,0.7240134477615356,0.4309396743774414,-0.057348597794771194,0.6515849828720093,0.4082472026348114,-0.015974199399352074,0.6458930373191833,0.28946250677108765,-0.06471914052963257,0.6778122782707214,0.41396594047546387,-0.0479067787528038,0.6767623424530029,0.4731501340866089,-0.021619688719511032,0.5809573531150818,0.44889479875564575,-0.027800872921943665,0.590267539024353,0.3481796979904175,-0.054262056946754456,0.6244446039199829,0.4296562373638153,-0.03044307418167591,0.6281137466430664,0.48789045214653015,-0.0036508021876215935,0
0.6982583403587341,0.7401903867721558,-4.86869055293937e-07,0.7974843382835388,0.6321315765380859,-0.042301058769226074,0.8540831208229065,0.48797693848609924,-0.060726188123226166,0.7867344617843628,0.3817550837993622,-0.07739396393299103,0.6998592615127563,0.3787437081336975,-0.08450665324926376,0.7761626243591309,0.36920037865638733,-0.0070684487000107765,0.7853271961212158,0.24208323657512665,-0.052251022309064865,0.7859458327293396,0.36091017723083496,-0.07605045288801193,0.7759903073310852,0.413749635219574,-0.08594914525747299,0.7077616453170776,0.3769095242023468,-0.0072419005446136,0.7113574147224426,0.24619583785533905,-0.05317791923880577,0.7256230115890503,0.3790642023086548,-0.0644461140036583,0.7164397835731506,0.42701318860054016,-0.059556905180215836,0.6444106101989746,0.4018995463848114,-0.015548610128462315,0.639386773109436,0.28400325775146484,-0.06498949974775314,0.6706578135490417,0.409199595451355,-0.048431139439344406,0.6694807410240173,0.4679258465766907,-0.022141950204968452,0.5742477178573608,0.4416072368621826,-0.027098480612039566,0.584077775478363,0.3420482873916626,-0.05352801829576492,0.6178053021430969,0.42480677366256714,-0.0298081636428833,0.6215740442276001,0.4835176467895508,-0.0030370973981916904,0
0.6949880719184875,0.7411175966262817,-4.7075204179236607e-07,0.793408989906311,0.6320616006851196,-0.04141796752810478,0.8499247431755066,0.48849162459373474,-0.05963924154639244,0.7844075560569763,0.38222551345825195,-0.07659540325403214,0.6979948282241821,0.38034337759017944,-0.08418244123458862,0.7728824019432068,0.3693409264087677,-0.0045814779587090015,0.7828064560890198,0.2452881932258606,-0.04975678026676178,0.7835747003555298,0.3620881140232086,-0.07467157393693924,0.7730958461761475,0.4150695204734802,-0.08541123569011688,0.7049294114112854,0.3779539167881012,-0.005611353553831577,0.7094088792800903,0.25018978118896484,-0.05113775283098221,0.7236989140510559,0.38011467456817627,-0.06347056478261948,0.7135772109031677,0.42733365297317505,-0.059645842760801315,0.6415125727653503,0.4033062756061554,-0.014902190305292606,0.6379956603050232,0.28675392270088196,-0.06387025117874146,0.6692099571228027,0.40978994965553284,-0.04813438653945923,0.6664829254150391,0.46783992648124695,-0.022723963484168053,0.5709836483001709,0.4432124197483063,-0.027480721473693848,0.5828551054000854,0.34298330545425415,-0.05328664183616638,0.6159143447875977,0.42395517230033875,-0.029671093448996544,0.6178240776062012,0.4814263880252838,-0.003280163975432515,0
0.6935621500015259,0.7433364987373352,-4.3564011775742983e-07,0.7956954836845398,0.6357418298721313,-0.043616361916065216,0.8536609411239624,0.4902542233467102,-0.06225939467549324,0.7880775928497314,0.3801977336406708,-0.07934901118278503,0.699129581451416,0.38240399956703186,-0.08678171038627625,0.775843620300293,0.3725511431694031,-0.0034768476616591215,0.7868365049362183,0.2443396896123886,-0.04890580102801323,0.7878655791282654,0.36157578229904175,-0.07413725554943085,0.7760043740272522,0.413991779088974,-0.08500172197818756,0.7075438499450684,0.38000261783599854,-0.003648323705419898,0.7121273875236511,0.2499067187309265,-0.050971511751413345,0.7261992692947388,0.37927213311195374,-0.06508303433656693,0.71505206823349,0.42691659927368164,-0.06182678043842316,0.6429946422576904,0.40447932481765747,-0.01241286750882864,0.6395227313041687,0.2861262559890747,-0.06201380491256714,0.6709098219871521,0.4073810577392578,-0.04811965674161911,0.6677854657173157,0.46578556299209595,-0.02351566217839718,0.5718334913253784,0.4422321021556854,-0.02471960335969925,0.5840144157409668,0.3424237370491028,-0.05068390071392059,0.6174625158309937,0.42294183373451233,-0.028593216091394424,0.6195311546325684,0.48087775707244873,-0.003196695586666465,0
0.6280990242958069,0.7138837575912476,-4.6290435307128064e-07,0.7330775856971741,0.5961936116218567,-0.04521534591913223,0.7860574722290039,0.4434942603111267,-0.06279174983501434,0.7133709788322449,0.32693806290626526,-0.07919114083051682,0.6222053170204163,0.3372684121131897,-0.08515462279319763,0.7064927816390991,0.33598917722702026,0.0042258077301084995,0.7119848728179932,0.19729167222976685,-0.041288334876298904,0.7139275074005127,0.3192884922027588,-0.06646841764450073,0.7044470310211182,0.37515851855278015,-0.07705450803041458,0.6367865800857544,0.3459884226322174,0.004457650240510702,0.6354572176933289,0.20644380152225494,-0.0458873026072979,0.6509047150611877,0.3402458429336548,-0.062085945159196854,0.6424363255500793,0.3940425515174866,-0.058629631996154785,0.5704878568649292,0.37202614545822144,-0.004832632839679718,0.5604124665260315,0.24691833555698395,-0.056911833584308624,0.595177173614502,0.3696751594543457,-0.04517211765050888,0.5961540341377258,0.4338781237602234,-0.020365841686725616,0.4990215301513672,0.41003137826919556,-0.017940819263458252,0.5048618316650391,0.304820716381073,-0.04483998194336891,0.5402769446372986,0.38549020886421204,-0.024376828223466873,0.5455852746963501,0.4466521143913269,0.0004621462430804968,0
0.5719294548034668,0.7230173945426941,-4.425623671977519e-07,0.6659468412399292,0.5980002880096436,-0.03923081234097481,0.7119695544242859,0.44784680008888245,-0.05520670488476753,0.643050491809845,0.3411775529384613,-0.07058621197938919,0.5543950796127319,0.3441593647003174,-0.07649749517440796,0.6332553029060364,0.34313637018203735,0.00343589810654521,0.6367608308792114,0.2163582146167755,-0.03942030295729637,0.6424293518066406,0.3309890627861023,-0.06398564577102661,0.6368377208709717,0.38340872526168823,-0.07482665777206421,0.5671473741531372,0.35267677903175354,0.002123990561813116,0.5638298392295837,0.22332562506198883,-0.042516790330410004,0.5817557573318481,0.3521713614463806,-0.05529230087995529,0.5777651071548462,0.40281420946121216,-0.05136262997984886,0.5054247379302979,0.37993746995925903,-0.007767397910356522,0.4942297637462616,0.2621973752975464,-0.05541955679655075,0.5293751358985901,0.3795394003391266,-0.04126467928290367,0.5335540771484375,0.4413872957229614,-0.01653812825679779,0.43754908442497253,0.42118626832962036,-0.020904868841171265,0.43892183899879456,0.32053321599960327,-0.046092476695775986,0.4747079312801361,0.3976990282535553,-0.024090155959129333,0.4830314517021179,0.4573313593864441,0.0014824417885392904,0
0.48777952790260315,0.7142726182937622,-3.910726888989302e-07,0.5848943591117859,0.579548180103302,-0.046079620718955994,0.628783643245697,0.42900633811950684,-0.06425981223583221,0.5542385578155518,0.32017236948013306,-0.08268763870000839,0.4643906354904175,0.3420073688030243,-0.0904255136847496,0.5502676963806152,0.3314875066280365,0.016652129590511322,0.5528461933135986,0.1965094655752182,-0.031384363770484924,0.5566994547843933,0.3143719434738159,-0.061129387468099594,0.5515846610069275,0.3693366050720215,-0.07399449497461319,0.4825930893421173,0.3473286032676697,0.016387777402997017,0.47589579224586487,0.20580905675888062,-0.03902198746800423,0.4937923848628998,0.332436740398407,-0.06150474026799202,0.49093207716941833,0.3887055814266205,-0.06042066961526871,0.41697442531585693,0.37655818462371826,0.005219792947173119,0.4015543460845947,0.2498619705438614,-0.050618257373571396,0.43909546732902527,0.36552056670188904,-0.044934891164302826,0.4446503221988678,0.4340629279613495,-0.022150691598653793,0.3469199240207672,0.41705793142318726,-0.010210293345153332,0.3491085171699524,0.3096643388271332,-0.03825819492340088,0.3845859467983246,0.3821767568588257,-0.02186918817460537,0.39340218901634216,0.4444843530654907,0.0007590239983983338,0
0.4970429539680481,0.7119524478912354,-4.5003571358392946e-07,0.5936140418052673,0.580898106098175,-0.04488276317715645,0.6336125135421753,0.42312633991241455,-0.06196743622422218,0.5525035262107849,0.31564921140670776,-0.07842424511909485,0.4624757170677185,0.3408573269844055,-0.084232397377491,0.5568830966949463,0.32751578092575073,0.007774893194437027,0.5536052584648132,0.1860576719045639,-0.039019111543893814,0.5605720281600952,0.30853328108787537,-0.06561273336410522,0.5570446848869324,0.3661095201969147,-0.07646892964839935,0.4866945445537567,0.3457694947719574,0.008146261796355247,0.4764535129070282,0.2056787759065628,-0.04359835758805275,0.497579425573349,0.33730006217956543,-0.061277732253074646,0.4952535331249237,0.3930579721927643,-0.05816451832652092,0.4208352267742157,0.37785714864730835,-0.0014940222026780248,0.4008793830871582,0.25291699171066284,-0.05372542142868042,0.44208797812461853,0.369903028011322,-0.04437081143260002,0.4507410228252411,0.43682873249053955,-0.020577991381287575,0.35230109095573425,0.4212510287761688,-0.015117143280804157,0.34880465269088745,0.31406089663505554,-0.04157012328505516,0.38818785548210144,0.38833165168762207,-0.023073013871908188,0.4008370339870453,0.4513096809387207,0.0005994682433083653,0
0.5112900137901306,0.6992943286895752,-5.945901762061112e-07,0.5962221026420593,0.5635571479797363,-0.04030095040798187,0.6243311166763306,0.3980054557323456,-0.05633334070444107,0.5352704524993896,0.3023492693901062,-0.07087589800357819,0.4491608738899231,0.32049912214279175,-0.07506094127893448,0.5448097586631775,0.30475959181785583,-0.006711927242577076,0.5246820449829102,0.15887796878814697,-0.05121541768312454,0.5453331470489502,0.2825610637664795,-0.07416275143623352,0.5501357913017273,0.34049907326698303,-0.08414366841316223,0.4769202172756195,0.33257266879081726,-0.007908569648861885,0.4508700966835022,0.18829180300235748,-0.0549166314303875,0.487938791513443,0.3247969150543213,-0.06596553325653076,0.4927714467048645,0.3818187415599823,-0.06090053170919418,0.41556963324546814,0.37511932849884033,-0.017066145315766335,0.3833237886428833,0.25319385528564453,-0.06501676142215729,0.43755078315734863,0.37195804715156555,-0.048113130033016205,0.45270851254463196,0.43619561195373535,-0.02220894582569599,0.35179752111434937,0.4317166805267334,-0.029576724395155907,0.3378378450870514,0.32791128754615784,-0.05527636781334877,0.386053204536438,0.40234583616256714,-0.03288585692644119,0.4033209979534149,0.46136078238487244,-0.007855632342398167,0
0.5168929696083069,0.705082893371582,-5.816958150717255e-07,0.6093714237213135,0.5744391679763794,-0.040988802909851074,0.6452078819274902,0.40777114033699036,-0.05678980052471161,0.5582194328308105,0.3076236844062805,-0.07103040814399719,0.4717704653739929,0.3381118178367615,-0.07552637159824371,0.56108158826828,0.3070576786994934,-0.00777403824031353,0.5454578995704651,0.16256438195705414,-0.05076715722680092,0.561440110206604,0.2866818308830261,-0.07298082113265991,0.5636793375015259,0.3472009301185608,-0.08263514190912247,0.49263113737106323,0.33203667402267456,-0.008781827054917812,0.47083011269569397,0.18750149011611938,-0.053955525159835815,0.5024478435516357,0.324466347694397,-0.06436195224523544,0.505069375038147,0.3848470151424408,-0.058952026069164276,0.4301953911781311,0.37240856885910034,-0.017622655257582664,0.40232089161872864,0.24649330973625183,-0.06383031606674194,0.4507744014263153,0.3674042522907257,-0.04747210070490837,0.4627392292022705,0.4354795217514038,-0.021994613111019135,0.36466115713119507,0.42759332060813904,-0.029979927465319633,0.3532486855983734,0.3201899528503418,-0.05405059829354286,0.39830607175827026,0.3955078721046448,-0.03182448446750641,0.4135396480560303,0.4566846489906311,-0.007258479483425617,0
